,[job_title],[location],[company],[senior_level]
383,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
384,Sr. Data Scientist,Microagility,"Columbus, OH",yes
385,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
386,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
387,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
388,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
389,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
390,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
391,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
392,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
393,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
394,Director of Data Science Experience,DataRobot,"Boston, MA",yes
395,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
396,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
397,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
398,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
399,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
400,"VP, Data Science",HBO Max,"New York, NY",yes
401,SR Data Scientist,Little Caesars,"Detroit, MI",yes
402,Head of Data Science,BioTrillion,"San Francisco, CA",yes
403,"Executive Director, Scientific Informatics & Data Science",Merck,"Cambridge, MA",yes
404,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
405,"Product Analytics Lead, Data Science",Google,"New York, NY 10011 (Chelsea area)",yes
406,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
407,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
408,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
409,SR Data Scientist,Little Caesars,"Detroit, MI",yes
410,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
411,Head of Data Science,BioTrillion,"San Francisco, CA",yes
412,"VP, Data Science",HBO Max,"New York, NY",yes
413,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
414,Jr. Data Scientist,Deloitte,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",yes
415,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
416,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
417,SR Data Scientist,Little Caesars,"Detroit, MI",yes
418,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
419,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
420,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
421,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
422,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
423,Sr. Data Scientist,Tuft & Needle,Remote,yes
424,"Data Engineer, Retail Business Intelligence",Apple,"Austin, TX 78758 (North Austin area)",yes
425,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
426,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
427,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
428,SR Data Scientist,Little Caesars,"Detroit, MI",yes
429,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
430,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
431,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
432,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
433,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
434,"Data Engineer, Retail Business Intelligence",Apple,"Austin, TX 78758 (North Austin area)",yes
435,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
436,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
437,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
438,Sr. Data Scientist,Microagility,"Columbus, OH",yes
439,IT Data Scientist,Qualcomm,United States,yes
440,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
441,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
442,Senior Data Scientist,Cigna,United States,yes
443,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
444,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
445,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
446,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
447,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
448,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
449,Sr. Data Scientist,Microagility,"Columbus, OH",yes
450,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
451,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
452,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
453,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
454,IT Data Scientist,Qualcomm,United States,yes
455,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
456,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
457,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
458,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
459,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
460,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
461,IT Data Scientist,Qualcomm,United States,yes
462,Sr. Data Engineer,"VeracityID, Inc.","New Orleans, LA",yes
463,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
464,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
465,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
466,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
467,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
468,SR Data Scientist,Little Caesars,"Detroit, MI",yes
469,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
470,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
471,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
472,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
473,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
474,Sr. Data Scientist,Microagility,"Columbus, OH",yes
475,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
476,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
477,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
478,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
479,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
480,"VP, Data Science",HBO Max,"New York, NY",yes
481,SR Data Scientist,Little Caesars,"Detroit, MI",yes
482,Head of Data Science,BioTrillion,"San Francisco, CA",yes
483,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
484,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
485,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
486,SR Data Scientist,Little Caesars,"Detroit, MI",yes
487,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
488,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
489,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
490,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
491,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
492,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
493,Sr. Data Scientist,Microagility,"Columbus, OH",yes
494,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
495,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
496,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
497,SR Data Scientist,Little Caesars,"Detroit, MI",yes
498,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
499,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
500,Sr. Data Scientist,Tuft & Needle,Remote,yes
501,Sr. Data Scientist - Batteries,Apple,"Santa Clara Valley, CA 95014",yes
502,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
503,Sr. Data Scientist,Microagility,"Columbus, OH",yes
504,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
505,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
506,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
507,SR Data Scientist,Little Caesars,"Detroit, MI",yes
508,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
509,"VP, Data Science",HBO Max,"New York, NY",yes
510,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
511,Senior Data Scientist,"Williams-Sonoma, Inc.","San Francisco, CA",yes
512,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
513,Head of Data Science,BioTrillion,"San Francisco, CA",yes
514,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
515,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
516,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
517,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
518,Sr. Data Scientist,Microagility,"Columbus, OH",yes
519,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
520,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
521,SR Data Scientist,Little Caesars,"Detroit, MI",yes
522,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
523,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
524,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
525,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
526,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
527,SR Data Scientist,Little Caesars,"Detroit, MI",yes
528,Sr. Data Scientist,Microagility,"Columbus, OH",yes
529,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
530,Sr. Data Scientist,Tuft & Needle,Remote,yes
531,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
532,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
533,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
534,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
535,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
536,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
537,SR Data Scientist,Little Caesars,"Detroit, MI",yes
538,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
539,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
540,Senior Data Scientist,1 Point System,"Atlanta, GA",yes
541,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
542,Director of Data Science Experience,DataRobot,"Boston, MA",yes
543,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
544,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
545,SR Data Scientist,Little Caesars,"Detroit, MI",yes
546,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
547,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
548,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
549,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
550,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
551,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
552,"VP, Data Science",HBO Max,"New York, NY",yes
553,Senior Data Scientist,1 Point System,"Atlanta, GA",yes
554,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
555,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
556,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
557,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
558,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
559,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
560,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
561,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
562,Sr. Data Engineer,"VeracityID, Inc.","New Orleans, LA",yes
563,Senior Data Scientist,AETNA,"Wellesley, MA",yes
564,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
565,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
566,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
567,IT Data Scientist,Qualcomm,United States,yes
568,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
569,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
570,Senior Data Scientist,Cigna,United States,yes
571,Sr. Data Scientist,Microagility,"Columbus, OH",yes
572,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
573,Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.",United States,yes
574,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
575,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
576,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
577,SR Data Scientist,Little Caesars,"Detroit, MI",yes
578,Sr. Data Scientist,Microagility,"Columbus, OH",yes
579,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
580,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
581,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
582,IT Data Scientist,Qualcomm,United States,yes
583,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
584,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
585,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
586,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
587,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
588,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
589,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
590,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
591,IT Data Scientist,Qualcomm,United States,yes
592,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
593,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
594,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
595,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
596,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
597,Senior Data Scientist,1 Point System,"Atlanta, GA",yes
598,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
599,SR Data Scientist,Little Caesars,"Detroit, MI",yes
600,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
601,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
602,Director of Data Science Experience,DataRobot,"Boston, MA",yes
603,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
604,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
605,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
606,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
607,SR Data Scientist,Little Caesars,"Detroit, MI",yes
608,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
609,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
610,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
611,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
612,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
613,Sr. Data Scientist,Microagility,"Columbus, OH",yes
614,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
615,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
616,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
617,SR Data Scientist,Little Caesars,"Detroit, MI",yes
618,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
619,Sr. Data Scientist,Microagility,"Columbus, OH",yes
620,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
621,Senior Data Scientist,Cigna,United States,yes
622,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
623,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
624,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
625,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
626,SR Data Scientist,Little Caesars,"Detroit, MI",yes
627,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
628,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
629,Sr. Data Scientist,Microagility,"Columbus, OH",yes
630,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
631,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
632,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
633,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
634,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
635,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
636,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
637,Senior Data Scientist,Cigna,United States,yes
638,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
639,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
640,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
641,IT Data Scientist,Qualcomm,United States,yes
642,Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.",United States,yes
643,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
644,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
645,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
646,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
647,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
648,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
649,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
650,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
651,Director of Data Science Experience,DataRobot,"Boston, MA",yes
